current_target_id,current_source_gene_symbol,source_internal_target_ids,source_uniprot_values,hgnc_match_type,hgnc_id,hgnc_approved_symbol,hgnc_status,matched_by,alias_or_previous_symbol,ncbi_gene_id,ncbi_official_symbol,uniprot_human_reviewed_accessions,uniprot_human_unreviewed_accessions,nonhuman_accessions_detected,obsolete_or_deleted_accessions,canonical_gene_identity_status,protein_product_mapping_status,sequence_feature_status,composite_status,proposed_canonical_target_id,proposed_operation,confidence,manual_approval_required,evidence_urls,authority_snapshot_hashes,notes,approved_final_operation,included_in_primary_graph,approval_reference
GSTO1,GSTO1,T68HNO,P78417,Approved symbol exact,HGNC:13312,GSTO1,Approved,HGNC approved symbol exact,,9446,GSTO1,P78417,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,GSTO1,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:13312|https://www.ncbi.nlm.nih.gov/gene/9446|https://rest.uniprot.org/uniprotkb/P78417.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
GSTP1,GSTP1,T46AQJ,P09211,Approved symbol exact,HGNC:4638,GSTP1,Approved,HGNC approved symbol exact,,2950,GSTP1,P09211,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,GSTP1,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4638|https://www.ncbi.nlm.nih.gov/gene/2950|https://rest.uniprot.org/uniprotkb/P09211.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
GUCA2A,GUCA2A,T07VV7,Q02747,Approved symbol exact,HGNC:4682,GUCA2A,Approved,HGNC approved symbol exact,,2980,GUCA2A,Q02747,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,GUCA2A,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4682|https://www.ncbi.nlm.nih.gov/gene/2980|https://rest.uniprot.org/uniprotkb/Q02747.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
GUCY1B1,GUCY1B1,T87CV3,Q02153,Approved symbol exact,HGNC:4687,GUCY1B1,Approved,HGNC approved symbol exact,,2983,GUCY1B1,Q02153,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,GUCY1B1,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4687|https://www.ncbi.nlm.nih.gov/gene/2983|https://rest.uniprot.org/uniprotkb/Q02153.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
GUCY2D,GUCY2D,T40Q3U,Q02846,Approved symbol exact,HGNC:4689,GUCY2D,Approved,HGNC approved symbol exact,,3000,GUCY2D,Q02846,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,GUCY2D,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4689|https://www.ncbi.nlm.nih.gov/gene/3000|https://rest.uniprot.org/uniprotkb/Q02846.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
GUSB,GUSB,T32JN2,P08236,Approved symbol exact,HGNC:4696,GUSB,Approved,HGNC approved symbol exact,,2990,GUSB,P08236,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,GUSB,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4696|https://www.ncbi.nlm.nih.gov/gene/2990|https://rest.uniprot.org/uniprotkb/P08236.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
GYPA,GYPA,T43BTC,P02724,Approved symbol exact,HGNC:4702,GYPA,Approved,HGNC approved symbol exact,,2993,GYPA,P02724,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,GYPA,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4702|https://www.ncbi.nlm.nih.gov/gene/2993|https://rest.uniprot.org/uniprotkb/P02724.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
GYPB,GYPB,T18F9A,P06028,Approved symbol exact,HGNC:4703,GYPB,Approved,HGNC approved symbol exact,,2994,GYPB,P06028,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,GYPB,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4703|https://www.ncbi.nlm.nih.gov/gene/2994|https://rest.uniprot.org/uniprotkb/P06028.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
GYRB,GYRB,T01FVG,P0AES6,Non-human,,,,UniProt organism/taxonomy for current source accession,,,,,,P0AES6,,Non-human excluded,no validated protein product,Not applicable: target excluded from primary atomic graph,Not composite,,EXCLUDE_NONHUMAN,High,True,,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,Current source includes non-human accession(s): P0AES6,EXCLUDE_NONHUMAN,False,User-approved round5_fix8 rebuild instruction dated 2026-07-01
GZMB,GZMB,T80Q3D,P10144,Approved symbol exact,HGNC:4709,GZMB,Approved,HGNC approved symbol exact,,3002,GZMB,P10144,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,GZMB,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4709|https://www.ncbi.nlm.nih.gov/gene/3002|https://rest.uniprot.org/uniprotkb/P10144.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
H1-0,H1-0,T00RU5,P07305,Approved symbol exact,HGNC:4714,H1-0,Approved,HGNC approved symbol exact,,3005,H1-0,P07305,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,H1-0,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4714|https://www.ncbi.nlm.nih.gov/gene/3005|https://rest.uniprot.org/uniprotkb/P07305.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
H2AX,H2AX,T88IXL,P16104,Approved symbol exact,HGNC:4739,H2AX,Approved,HGNC approved symbol exact,,3014,H2AX,P16104,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,H2AX,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4739|https://www.ncbi.nlm.nih.gov/gene/3014|https://rest.uniprot.org/uniprotkb/P16104.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
H6PD,H6PD,T24VJT,O95479,Approved symbol exact,HGNC:4795,H6PD,Approved,HGNC approved symbol exact,,9563,H6PD,O95479,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,H6PD,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4795|https://www.ncbi.nlm.nih.gov/gene/9563|https://rest.uniprot.org/uniprotkb/O95479.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
HADHB,HADHB,T16MRJ,P55084,Approved symbol exact,HGNC:4803,HADHB,Approved,HGNC approved symbol exact,,3032,HADHB,P55084,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,HADHB,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4803|https://www.ncbi.nlm.nih.gov/gene/3032|https://rest.uniprot.org/uniprotkb/P55084.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
HAMP,HAMP,T21CMG,P81172,Approved symbol exact,HGNC:15598,HAMP,Approved,HGNC approved symbol exact,,57817,HAMP,P81172,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,HAMP,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:15598|https://www.ncbi.nlm.nih.gov/gene/57817|https://rest.uniprot.org/uniprotkb/P81172.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
HASPIN,HASPIN,,Q8TF76,Approved symbol exact,HGNC:19682,HASPIN,Approved,HGNC approved symbol exact,,83903,HASPIN,Q8TF76,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,HASPIN,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:19682|https://www.ncbi.nlm.nih.gov/gene/83903|https://rest.uniprot.org/uniprotkb/Q8TF76.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
HAT1,HAT1,T08DG3,O14929,Approved symbol exact,HGNC:4821,HAT1,Approved,HGNC approved symbol exact,,8520,HAT1,O14929,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,HAT1,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4821|https://www.ncbi.nlm.nih.gov/gene/8520|https://rest.uniprot.org/uniprotkb/O14929.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
HAVCR1,HAVCR1,T28Z4N,Q96D42,Approved symbol exact,HGNC:17866,HAVCR1,Approved,HGNC approved symbol exact,,26762,HAVCR1,Q96D42,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,HAVCR1,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:17866|https://www.ncbi.nlm.nih.gov/gene/26762|https://rest.uniprot.org/uniprotkb/Q96D42.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
HBB,HBB,T40KDU,P68871,Approved symbol exact,HGNC:4827,HBB,Approved,HGNC approved symbol exact,,3043,HBB,P68871,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,HBB,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4827|https://www.ncbi.nlm.nih.gov/gene/3043|https://rest.uniprot.org/uniprotkb/P68871.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
HCAR1,HCAR1,T14J1F,Q9BXC0,Approved symbol exact,HGNC:4532,HCAR1,Approved,HGNC approved symbol exact,,27198,HCAR1,Q9BXC0,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,HCAR1,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4532|https://www.ncbi.nlm.nih.gov/gene/27198|https://rest.uniprot.org/uniprotkb/Q9BXC0.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
HCAR2,HCAR2,T80O6V,Q8TDS4,Approved symbol exact,HGNC:24827,HCAR2,Approved,HGNC approved symbol exact,,338442,HCAR2,Q8TDS4,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,HCAR2,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:24827|https://www.ncbi.nlm.nih.gov/gene/338442|https://rest.uniprot.org/uniprotkb/Q8TDS4.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
HCAR3,HCAR3,,P49019,Approved symbol exact,HGNC:16824,HCAR3,Approved,HGNC approved symbol exact,,8843,HCAR3,P49019,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,HCAR3,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:16824|https://www.ncbi.nlm.nih.gov/gene/8843|https://rest.uniprot.org/uniprotkb/P49019.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
HCK,HCK,,P08631,Approved symbol exact,HGNC:4840,HCK,Approved,HGNC approved symbol exact,,3055,HCK,P08631,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,HCK,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4840|https://www.ncbi.nlm.nih.gov/gene/3055|https://rest.uniprot.org/uniprotkb/P08631.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
HCN4,HCN4,T77ISA,Q9Y3Q4,Approved symbol exact,HGNC:16882,HCN4,Approved,HGNC approved symbol exact,,10021,HCN4,Q9Y3Q4,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,HCN4,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:16882|https://www.ncbi.nlm.nih.gov/gene/10021|https://rest.uniprot.org/uniprotkb/Q9Y3Q4.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
HCRT,HCRT,T03O7G,O43612,Approved symbol exact,HGNC:4847,HCRT,Approved,HGNC approved symbol exact,,3060,HCRT,O43612,,,,Confirmed canonical human gene,single unambiguous reviewed human product,Authoritative reviewed human sequence available,Not composite,HCRT,RETAIN_CANONICAL_GENE,High,False,https://rest.genenames.org/fetch/hgnc_id/HGNC:4847|https://www.ncbi.nlm.nih.gov/gene/3060|https://rest.uniprot.org/uniprotkb/O43612.json,HGNC=5a2ed2d1ec244d1ad8a096edc04839c83d635ec886f5bc4b0dd77c00964af697|UniProt=1e3b0adc7fff61dacacbaee8951b4c8c2a6c1f5614ae71d7a06d6d0d65f0882e|UniProtSupplemental=4d8278a0fb2471d408f769f6602f86d8e1f6f1be9e323f2ea89b20a5f08829fe|UniSave=841eb61145d89268977d777b40da5d68ed61675e166015f6305a3ee1e691cccc|NCBI=a6f7cbd96abd88612282b4c6e4f424c02bdd56a31e1103ab0a07db5e901a20e8,,RETAIN_CANONICAL_GENE,True,User-approved round5_fix8 rebuild instruction dated 2026-07-01
